311;689;857;thomas;1987-10-10
312;688;787;moreno;1999-04-23
313;687;582;clark;1986-03-19
314;686;343;hernandez;1992-01-10
315;685;385;hernandez;2020-11-24
316;684;182;gardner;1984-05-08
317;683;116;chen-camacho;2005-09-05
318;682;968;reynolds-robertson;1975-07-04
319;681;580;walsh;1973-12-13
320;680;669;jones;2014-07-21
321;679;582;mason;1985-04-25
322;678;499;webster;1993-07-14
323;677;850;vasquez-santos;1987-12-30
324;676;293;stevens;2020-05-07
325;675;563;miller-wilson;2004-01-06
326;674;861;baker;2014-07-09
327;673;507;brown;1991-08-29
328;672;193;bullock-tucker;2009-07-23
329;671;67;ortiz;1983-03-13
330;670;169;reilly-martinez;1998-09-11
331;669;177;morgan;2022-09-19
332;668;693;lewis;1982-03-14
333;667;675;rojas;2005-08-26
334;666;828;gibson;1979-12-22
335;665;993;liu;1977-10-01
336;664;487;walsh-myers;1973-01-28
337;663;202;chavez;1996-01-05
338;662;92;tapia;2022-09-16
339;661;382;hill;1985-11-22
340;660;705;walker-matthews;2007-08-14
341;659;399;ellis;2000-03-23
342;658;849;phillips;2001-02-19
343;657;138;woods;1987-09-11
344;656;759;smith;1976-03-19
345;655;950;garrett;2022-07-01
346;654;989;finley;2021-06-22
347;653;294;holmes-french;2001-01-29
348;652;963;jackson;1971-06-01
349;651;20;bailey;2011-01-11
350;650;931;henson;1990-11-01
351;649;326;williams;1998-01-04
352;648;165;romero;2010-01-18
353;647;440;smith;2003-12-30
354;646;331;simon;1998-11-17
355;645;109;brown;1982-02-24
356;644;577;waters-hines;2008-03-08
357;643;886;rodriguez;2019-05-23
358;642;205;smith;1973-02-19
359;641;425;thompson;1994-08-19
360;640;796;thomas;1996-06-14
361;639;874;rangel;2001-02-16
362;638;785;morales;2007-12-25
363;637;41;curry;1973-03-06
364;636;254;sims;1993-03-07
365;635;874;mcclain;1984-03-30
366;634;296;taylor;2007-02-11
367;633;415;hart-johnson;2006-12-27
368;632;305;wilcox;2007-12-15
369;631;647;warner;1972-08-13
370;630;769;valdez-gonzales;2000-04-21
371;629;447;baker-rangel;1978-02-18
372;628;825;abbott;2013-08-11
373;627;45;craig-day;1994-09-02
374;626;698;brown;1979-08-21
375;625;75;martinez-blevins;1990-08-07
376;624;93;mclean;2019-09-02
377;623;625;johnson;1982-08-10
378;622;220;smith;1991-06-13
379;621;798;long;1972-03-24
380;620;368;mitchell-franklin;2004-03-19
381;619;753;hampton;2020-07-07
382;618;685;bell;1999-12-30
383;617;774;hamilton-lopez;1973-03-14
384;616;807;adams;1981-11-20
385;615;327;rice-garcia;2008-06-11
386;614;702;mack;2015-07-26
387;613;426;york-smith;1990-10-24
388;612;424;martin;2002-07-24
389;611;981;patterson;2011-06-23
390;610;57;solis;1993-04-10
391;609;68;gutierrez;1979-07-14
392;608;356;klein;2019-03-22
393;607;820;fowler-figueroa;2016-09-23
394;606;72;hunt;2001-12-31
395;605;368;white;1990-03-16
396;604;231;snyder;1995-07-02
397;603;927;hill;1994-10-29
398;602;463;phillips;2020-07-11
399;601;628;mendoza;1975-03-10
400;600;485;banks;1989-09-20
401;599;284;macdonald;1974-05-26
402;598;121;yang;1987-03-14
403;597;12;wise;1993-11-03
404;596;565;robinson;2000-05-08
405;595;1000;scott;2014-07-02
406;594;248;berger-carey;1990-08-30
407;593;931;oconnell;2018-11-06
408;592;177;taylor;1978-04-05
409;591;14;hood;1995-03-15
410;590;445;lambert-douglas;2023-08-30
411;589;305;lee-day;1983-11-21
412;588;772;townsend-webster;2002-07-04
413;587;247;lopez;2023-02-06
414;586;213;williams-carpenter;1980-05-13
415;585;264;clark;1999-02-02
416;584;293;johnson-clark;1974-06-05
417;583;940;prince;1998-12-01
418;582;549;patterson;2021-12-16
419;581;351;page;2021-04-06
420;580;392;williams-robinson;2002-08-25
421;579;852;henry-ramos;1993-04-14
422;578;368;johnson;2017-06-17
423;577;323;zimmerman;1992-09-01
424;576;102;beard;2021-06-30
425;575;213;benton;1972-03-11
426;574;86;jones;1999-10-22
427;573;195;kennedy;2006-11-13
428;572;752;reynolds;2017-05-15
429;571;505;allen;2017-05-10
430;570;675;young-chung;1996-02-29
431;569;455;everett;2016-01-15
432;568;526;coleman;1976-06-14
433;567;505;brown;1994-11-05
434;566;893;mendez-decker;1997-08-11
435;565;320;walker-lambert;2014-09-27
436;564;935;frederick;2006-12-12
437;563;710;wheeler;1988-11-07
438;562;249;romero;1976-01-29
439;561;260;francis;1996-10-06
440;560;19;robertson;2013-09-18
441;559;559;ellis;1992-08-24
442;558;394;west;2002-05-06
443;557;877;joyce;1982-04-27
444;556;366;phillips;2007-11-14
445;555;299;cameron;1977-01-03
446;554;270;may;1998-04-12
447;553;914;pope;1999-04-04
448;552;79;hodges;2006-07-30
449;551;453;bond-duran;2011-06-06
450;550;372;wilson-garcia;2004-03-11
451;549;801;mills;1996-04-01
452;548;637;johnson;2005-09-29
453;547;155;navarro-gordon;1993-08-13
454;546;196;price;1993-02-05
455;545;709;francis;1997-04-22
456;544;424;cherry;1983-01-05
457;543;947;smith;2011-03-29
458;542;638;lawrence;2011-11-08
459;541;336;johnson-taylor;1981-08-18
460;540;515;hoover-jackson;1985-09-16
461;539;926;patrick;2006-05-08
462;538;537;jackson;1991-01-13
463;537;322;zhang;1971-08-04
464;536;46;morales;2016-01-12
465;535;644;arnold-walker;1988-10-24
466;534;688;murray;1987-05-10
467;533;443;barron;1982-05-07
468;532;7;stone-daniels;1970-06-10
469;531;443;watson;2002-07-22
470;530;865;glover;2017-09-11
471;529;696;bailey-richards;1997-02-09
472;528;686;hood;1981-05-14
473;527;800;smith-brown;1979-06-09
474;526;826;johnson-lewis;1977-11-01
475;525;27;mcguire;2020-04-25
476;524;717;williams-baxter;2004-02-17
477;523;874;heath;2008-10-09
478;522;727;gonzalez;1999-02-13
479;521;456;bridges;1982-11-11
480;520;905;macias;1972-09-16
481;519;807;myers;1973-12-21
482;518;854;fowler;2018-10-31
483;517;651;shea;1998-11-21
484;516;5;jordan;2014-06-24
485;515;127;howard;2017-03-21
486;514;962;miles;1971-02-18
487;513;109;curtis;2015-12-28
488;512;618;greer-becker;2010-03-13
489;511;608;hall;1985-01-12
490;510;273;williamson;1999-08-25
491;509;385;bishop;2017-06-27
492;508;604;taylor;1999-08-30
493;507;766;johnson;2003-07-15
494;506;799;chapman-mays;1971-10-02
495;505;598;fowler;2017-05-26
496;504;638;gould-tran;1997-02-08
497;503;315;hill;1991-06-18
498;502;19;pollard;1992-07-08
499;501;426;david-spencer;2007-03-03
500;500;550;campbell-thomas;1988-10-28
501;499;526;french;1971-02-10
502;498;645;gray;1992-07-22
503;497;813;robinson-lee;2015-10-05
504;496;718;foley;2006-05-27
505;495;779;gamble-smith;1996-07-09
506;494;92;rios-patterson;2016-06-02
507;493;59;davis;1983-05-21
508;492;257;lam;1971-06-23
509;491;300;mcdaniel;1981-12-02
510;490;558;berger-wagner;2004-10-19
511;489;268;wood-jefferson;1990-05-17
512;488;659;may-bryan;2012-11-27
513;487;819;hensley;1985-01-15
514;486;478;myers-herrera;2008-12-02
515;485;101;gilbert;1988-07-05
516;484;645;jackson;1980-12-12
517;483;258;martinez;1975-02-05
518;482;591;bauer;1996-02-28
519;481;192;christensen;2022-11-29
520;480;364;martin;1988-05-12
521;479;276;garner;1984-03-28
522;478;8;bryant;2019-11-19
523;477;415;horne;2008-06-16
524;476;152;ware;2010-05-01
525;475;409;fields;2001-08-22
526;474;600;may;2016-09-03
527;473;871;arias;2006-09-30
528;472;527;kramer;1997-09-06
529;471;232;lloyd;1978-02-05
530;470;163;turner-perry;1987-03-10
531;469;337;robertson;2014-07-03
532;468;847;jones;2019-01-24
533;467;222;jones-wallace;2021-08-18
534;466;570;smith;2015-10-20
535;465;621;bradley;2017-05-05
536;464;446;walker;2007-04-27
537;463;757;gonzalez;1976-07-13
538;462;620;yoder;2000-04-09
539;461;609;greene-scott;2021-12-09
540;460;551;gilmore;1971-08-07
541;459;810;wolfe;1972-12-03
542;458;474;thompson-jackson;2018-09-16
543;457;404;snyder;1979-02-06
544;456;258;macdonald;2021-04-05
545;455;200;morgan;1995-07-14
546;454;38;esparza-powers;2002-12-27
547;453;500;young-kelly;2014-04-24
548;452;650;christian-sawyer;1991-10-28
549;451;752;williams;1985-05-10
550;450;53;santana;2015-09-29
551;449;958;clark;1974-06-19
552;448;17;wright;2003-07-27
553;447;620;ryan;2007-11-22
554;446;157;wallace-smith;1979-11-19
555;445;740;parsons;1980-07-13
556;444;591;young-wilkinson;1977-08-10
557;443;119;holland;2004-07-09
558;442;229;vasquez;1980-12-28
559;441;176;vasquez-kelley;1987-08-15
560;440;639;acosta;1993-09-10
561;439;590;ruiz;1983-03-24
562;438;624;porter;2004-08-29
563;437;649;perez-adams;2022-07-02
564;436;481;villarreal;1998-07-04
565;435;983;george;1989-03-06
566;434;514;evans-reyes;2005-10-11
567;433;211;murphy-ramos;2005-12-31
568;432;717;jackson-flynn;1998-03-17
569;431;166;rodriguez-harris;2019-01-15
570;430;942;hutchinson-stokes;1988-12-05
571;429;865;russell-liu;2001-06-19
572;428;731;miller;2000-03-27
573;427;600;barker;1996-06-01
574;426;176;sanchez;2020-11-28
575;425;556;mills;2021-08-01
576;424;285;wilkerson-ferguson;1973-05-15
577;423;302;luna-gibson;2020-06-02
578;422;28;henry;1979-09-17
579;421;376;ingram;2011-09-05
580;420;134;moore;2009-04-17
581;419;727;branch-potter;1990-02-27
582;418;523;crosby;1975-01-30
583;417;187;guerra;1981-05-25
584;416;351;rogers-castro;1989-10-27
585;415;5;graham;1971-06-06
586;414;317;sandoval;1971-01-12
587;413;373;quinn;1993-09-15
588;412;357;hernandez-mcgee;2023-04-30
589;411;494;boyer;2021-08-08
590;410;29;pham;2011-06-09
591;409;679;miller;2016-12-22
592;408;465;jones;2019-05-02
593;407;114;hart-ramirez;2010-12-24
594;406;722;alexander;1999-11-17
595;405;578;larson;1984-12-24
596;404;42;gonzales;1990-02-19
597;403;419;mack;1993-11-09
598;402;357;potts;2007-10-20
599;401;770;gray;1978-03-18
600;400;861;harris;2019-05-12
601;399;804;kelly-hamilton;1976-08-07
602;398;124;jones-reid;1985-08-17
603;397;792;clarke-henry;2021-07-03
604;396;212;edwards-underwood;1982-10-27
605;395;948;morales-bishop;2008-04-16
606;394;734;shaw;2020-06-19
607;393;15;floyd;1972-10-30
608;392;112;richmond-richardson;2004-09-29
609;391;913;fox;2002-03-28
610;390;849;salinas;1972-09-15
611;389;333;smith;2005-07-14
612;388;294;kaufman-york;1990-09-30
613;387;159;palmer;1987-01-25
614;386;450;griffith;2023-05-19
615;385;418;avila;2017-03-26
616;384;263;gilbert;2003-05-21
617;383;567;stout;1981-02-10
618;382;601;harris-crawford;2014-04-12
619;381;399;richardson;1977-02-23
620;380;223;king;1973-10-25
621;379;857;fields;2003-08-15
622;378;775;brewer;2013-12-20
623;377;762;vargas;2020-01-15
624;376;470;thompson-cunningham;2017-12-16
625;375;637;schmidt;2011-06-13
626;374;591;phillips-holloway;1972-11-20
627;373;163;avila-hunter;1994-03-05
628;372;902;jordan;1993-09-15
629;371;409;becker-hoover;2014-01-30
630;370;856;hoffman;1973-08-12
631;369;304;howard;2004-03-03
632;368;910;young;1975-06-26
633;367;449;garza;2022-10-30
634;366;879;palmer;1975-01-03
635;365;855;ochoa;2008-03-25
636;364;270;miller;1995-07-09
637;363;969;osborne;2002-01-06
638;362;871;johnson;2004-12-26
639;361;796;wilson-hall;2020-07-13
640;360;537;swanson;2005-09-26
641;359;738;smith;2009-05-23
642;358;18;carey;2008-09-17
643;357;250;martinez;1979-05-16
644;356;912;thompson;1970-09-13
645;355;257;colon;2021-07-17
646;354;384;hill;1974-12-03
647;353;801;duran;2022-05-21
648;352;82;torres;1993-03-08
649;351;61;luna;1980-07-31
650;350;91;nash-bishop;2016-02-26
651;349;546;jordan;2022-11-21
652;348;484;williams;1979-03-03
653;347;232;brown;2013-10-13
654;346;510;collier-jordan;2008-12-03
655;345;97;johnson;2009-12-08
656;344;214;lopez;2003-11-23
657;343;644;ramirez-russo;1995-12-12
658;342;199;ball;2008-09-20
659;341;733;thomas-ramirez;1980-04-26
660;340;197;mejia-mcintosh;2014-05-04
661;339;784;parker-nichols;2000-08-15
662;338;508;mckinney-hernandez;1994-11-02
663;337;545;douglas;1986-03-12
664;336;42;smith;1981-09-25
665;335;506;nelson;2012-01-15
666;334;416;aguirre;2017-12-06
667;333;711;price-ramirez;1972-06-17
668;332;504;allen-vazquez;2021-05-27
669;331;743;kim;1988-12-19
670;330;278;bell;1974-06-08
671;329;902;harris;2008-09-23
672;328;930;woods-morgan;1991-05-08
673;327;79;odom;1990-01-08
674;326;24;martin;1990-12-17
675;325;159;arnold;2019-01-06
676;324;414;hoffman-phillips;2016-03-02
677;323;296;baldwin-coleman;2011-10-08
678;322;603;caldwell;2015-02-04
679;321;56;walker;1977-10-30
680;320;143;russell;1996-06-16
681;319;930;poole;2001-03-29
682;318;642;arnold;1989-12-06
683;317;954;smith;1980-09-04
684;316;372;smith;1976-06-28
685;315;336;malone-harrell;2010-06-14
686;314;627;james-davis;2008-08-15
687;313;592;shelton;1988-02-09
688;312;946;harris;2005-09-03
689;311;397;cook;1990-11-06
690;310;165;mitchell;1980-07-12
691;309;116;bray;2006-05-28
692;308;296;gonzalez-jones;1979-05-01
693;307;205;frost-chen;1988-01-07
694;306;807;wright;2015-07-30
695;305;488;banks-carson;1976-04-23
696;304;309;williams-warren;2011-03-04
697;303;796;terry-ellis;1992-02-02
698;302;125;miles;1973-01-21
699;301;494;robinson;1986-05-13
700;300;168;brown;1976-04-16
701;299;442;silva;1983-06-12
702;298;802;gonzalez;2016-08-20
703;297;550;ellis;1984-09-02
704;296;49;keller;1978-04-15
705;295;845;carter-walter;1992-03-30
706;294;374;chase;1982-09-25
707;293;5;griffin-hanson;2007-07-02
708;292;321;stevenson-mason;2019-12-07
709;291;271;clark;2005-04-07
710;290;927;aguilar;2016-10-20
711;289;702;mcdonald;1994-03-21
712;288;150;johnson-ramsey;1983-12-26
713;287;396;anderson-jacobs;1992-10-10
714;286;10;mendoza;1978-10-20
715;285;571;mccoy;2021-01-24
716;284;918;wilson;1992-11-06
717;283;215;kerr-williams;2014-07-26
718;282;39;chan;2008-05-20
719;281;4;bradford;2015-07-28
720;280;566;baxter;2009-03-14
721;279;356;parks;2015-10-12
722;278;183;dougherty-sparks;1983-06-04
723;277;99;parker-harris;1973-09-28
724;276;334;vasquez;1984-05-14
725;275;611;le-wood;1998-09-29
726;274;368;jacobs-oneill;2010-05-28
727;273;937;rivera;1983-07-20
728;272;897;cline;1975-04-18
729;271;877;martin;1980-11-13
730;270;282;brown-russo;1977-06-22
731;269;776;miller-smith;1979-01-28
732;268;835;williams-conrad;1971-02-01
733;267;227;morales;1988-08-27
734;266;113;hull-luna;2017-03-27
735;265;902;young;2019-10-13
736;264;264;mcclain;1993-10-08
737;263;719;wilson;1993-11-10
738;262;456;dorsey-odonnell;2006-04-05
739;261;840;johnson;2020-08-18
740;260;407;miller;2003-05-13
741;259;99;mills;1983-08-01
742;258;183;smith;1991-02-14
743;257;326;sanchez-mason;1985-01-11
744;256;18;smith;1984-12-08
745;255;655;moore;1988-09-01
746;254;184;campbell;2003-10-04
747;253;172;ramsey;2009-03-22
748;252;372;king;2017-11-20
749;251;246;king;2018-05-22
750;250;214;martinez;2004-09-01
751;249;949;jones-shelton;2012-04-14
752;248;139;walker;2000-04-27
753;247;416;gallagher;1975-08-04
754;246;157;rice;2012-06-02
755;245;747;kline;1973-05-04
756;244;377;johnson;1991-11-09
757;243;624;graves;2021-04-23
758;242;249;rivera;1979-08-05
759;241;388;mann;2004-01-18
760;240;458;gillespie;1973-06-11
761;239;177;jackson;2017-11-08
762;238;260;washington-perry;2004-07-18
763;237;482;young;2002-03-02
764;236;792;jefferson;1999-08-24
765;235;576;vincent-porter;2001-05-29
766;234;728;flores;1972-11-06
767;233;187;lane-anderson;1974-08-04
768;232;350;trujillo;2004-12-13
769;231;468;hamilton;1972-12-23
770;230;485;edwards;1982-04-02
771;229;533;kelly;2009-04-13
772;228;873;harper-burns;2013-03-01
773;227;387;hood-soto;2021-02-14
774;226;971;frey-gardner;1991-01-15
775;225;544;ramsey;2004-04-10
776;224;69;robles;1986-07-08
777;223;916;baxter-parks;2017-09-16
778;222;76;scott-benson;2009-06-07
779;221;112;todd;1997-02-28
780;220;667;norton;1992-03-23
781;219;892;foster-myers;2014-02-17
782;218;874;summers;1994-04-22
783;217;632;phillips-schmidt;2012-08-26
784;216;982;lawson-rodriguez;1981-09-04
785;215;896;duffy-dean;2003-10-29
786;214;499;miller;1981-01-12
